"SongName","ArtistName","AlbumName"
"consolador_llega_hermano_de_paola","Fernando Peña - TiGeRaT","Un monton de MP3"
"cortito_tu_tu_y_tu","Fernando Peña - TiGeRaT","Un monton de MP3"
"cristina solidaridad articulos para el arbolito","Fernando Peña - TiGeRaT","El Parquimetro"
"dalmiro_con_palito_sabino_y_mega_sobre_borges","Fernando Peña - TiGeRaT","Un monton de MP3"
"deck leccion de lengua 1","Fernando Peña - TiGeRaT","El Parquimetro"
"delia_cartas_de_la_prensa_2","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_cartas_de_la_prensa_llamado_a_mina_pelotuda_y_al_gcba","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_con_carmen_catolicos_y_demas","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_con_carmen_interferencias_y_torta_quemada","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_con_jefe_de_granaderos_por_desfile_25_de_mayo","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_esma_y_carmen_se_paso_de_lujan","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_habla_con_carmen_de_su_hermana_muerta","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia horoscopo y merca","Fernando Peña - TiGeRaT","El Parquimetro"
"delia leyendo cartas de la prensa","Fernando Peña - TiGeRaT","El Parquimetro"
"delia_le_publican_la_carta_en_la_prensa","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_libro_la_juventud_y_lectora_margarita_ejercicios","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia llama al comfer","Fernando Peña - TiGeRaT","El Parquimetro"
"delia_llama_a_fuerza_a_erea_por_barrilete","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia llama a la prensa","Fernando Peña - TiGeRaT","El Parquimetro"
"delia_llama_a_la_prensa_carta_que_despues_le_publican","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_llama_a_leopoldo_le_patina_a_r","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_llama_a_su_primo_roberto","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_llama_a_vieja_cagona","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_llama_a_vieja_cagona11025","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia lluvia","Fernando Peña - TiGeRaT","El Parquimetro"
"delia_sobre_juez_urso_y_llamado_a_balza_con_vieja_con_voz_de_","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_sobre_mensaje_del_papa_y_consolador_de_lago","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia vuela todo","Fernando Peña - TiGeRaT","El Parquimetro"
"delia_y_amelia_de_todo_y_llamado_a_lector_atiende_mujer_y_cor","Fernando Peña - TiGeRaT","Un monton de MP3"
"delia_y_monsenor_y_su_club","Fernando Peña - TiGeRaT","Un monton de MP3"
"Diccionario","Fernando Peña - TiGeRaT","Gente Como Uno"
"dick_agenda_de_dios_18-12-00","Fernando Peña - TiGeRaT","Un monton de MP3"
"dick_agenda_de_dios_23-8-01","Fernando Peña - TiGeRaT","Un monton de MP3"
"dick_ciegos_y_lazarillos","Fernando Peña - TiGeRaT","Un monton de MP3"
"dick_clases_de_lengua_2","Fernando Peña - TiGeRaT","Un monton de MP3"
"Dick_cool","Fernando Peña - TiGeRaT","Un monton de MP3"
"dick cuento de milagritos y el agua","Fernando Peña - TiGeRaT","El Parquimetro"
"dick_descripcion_de_osky","Fernando Peña - TiGeRaT","Un monton de MP3"
"dick_relato_pelea_en_jb_justo_y_paraguay","Fernando Peña - TiGeRaT","Un monton de MP3"
"dick_rutina_de_sabado_por_la_ma±ana","Fernando Peña - TiGeRaT","Un monton de MP3"
"efemerides_ventana_-_misterio_juanita_martinez_-_transito_-_b","Fernando Peña - TiGeRaT","Un monton de MP3"
"el_eh_mas_largo_de_la_historia","Fernando Peña - TiGeRaT","Un monton de MP3"
"entrevista_con_walter_olmos","Fernando Peña - TiGeRaT","Un monton de MP3"
"fernando_ventrilocuo_angustiado","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_clasificacion_de_los_putos_y_llamados","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_cosas_que_los_putos_no_saben_hacer","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_de_todo,_microondas_y_polietileno","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_editorial_gaston_trezeguet","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_entrevista_con_piazza","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_falta_de_yiro_con_dramatizacion","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_imitando_a_juan_castro_en_sabado_bus","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_horoscopo_y_quejas_(bueno)","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_la_comida_de_los_putos","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_licenciado_en_vertigo","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_madorran_y_futbol","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_mails_y_precauciones_antes_de_levantarse_un_chongo","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_mimo_y_pelo_de_puto","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_ranking_musica_gay","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_sobre_hombres_que_acosan_en_el_trabajo","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_varios_velas_que_se_apagan","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_varios_y_juegos_de_ninios_putos","Fernando Peña - TiGeRaT","Un monton de MP3"
"flores_y_palito_negocian_para_escribir_cancion","Fernando Peña - TiGeRaT","Un monton de MP3"
"jeringa_aparece","Fernando Peña - TiGeRaT","Un monton de MP3"
"joint_muffins_dos_dias_despues","Fernando Peña - TiGeRaT","Un monton de MP3"
"joint_muffins_el_dia_despues","Fernando Peña - TiGeRaT","Un monton de MP3"
"joint_muffins_palito_le_da_a_sabino","Fernando Peña - TiGeRaT","Un monton de MP3"
"joint_muffins_sabino_1","Fernando Peña - TiGeRaT","Un monton de MP3"
"joint_muffins_sabino_2","Fernando Peña - TiGeRaT","Un monton de MP3"
"joint_muffins_sabino_3","Fernando Peña - TiGeRaT","Un monton de MP3"
"joint_muffins_sabino_4","Fernando Peña - TiGeRaT","Un monton de MP3"
"la granja de la felicidad","Fernando Peña - TiGeRaT","El Parquimetro"
"llamado_a_daisy_may_queen","Fernando Peña - TiGeRaT","Un monton de MP3"
"martin_cream","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega_7_pasos_del_amor","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega_amiga_que_quedo_renga_por_dormir_en_ba±adera","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega anecdota baño","Fernando Peña - TiGeRaT","El Parquimetro"
"mega coca light y yogurth","Fernando Peña - TiGeRaT","El Parquimetro"
"mega_con_carmela","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega cuadraditas dedos","Fernando Peña - TiGeRaT","El Parquimetro"
"mega_cuenta_como_se_hace_la_paja","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega_final_fife_ya_rincon_al_400","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega_histerica_2","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega libro mirta 1","Fernando Peña - TiGeRaT","El Parquimetro"
"mega libro mirta 2","Fernando Peña - TiGeRaT","El Parquimetro"
"mega libro mirta 3","Fernando Peña - TiGeRaT","El Parquimetro"
"mega_mujeres_malas_-_lolita","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega_pase_de_merca","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega psycology carlos delfino","Fernando Peña - TiGeRaT","El Parquimetro"
"mega psycology chabon le corta","Fernando Peña - TiGeRaT","El Parquimetro"
"mega_psycology_chaque±o_pacato","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega psycology chica cool","Fernando Peña - TiGeRaT","El Parquimetro"
"mega_psycology_con_lalo","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega_psycology_dos_frustrados_y_vieja_con_cancer","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega psycology madre de seis dedos","Fernando Peña - TiGeRaT","El Parquimetro"
"mega_psycology_pepa","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega psycology pito de polino","Fernando Peña - TiGeRaT","El Parquimetro"
"mega psycology vieja nunca chupo pija","Fernando Peña - TiGeRaT","El Parquimetro"
"mega_trata_de_levantarse_un_chabon_y_lo_termina_amenazando_co","Fernando Peña - TiGeRaT","Un monton de MP3"
"mega y sabino sin operador","Fernando Peña - TiGeRaT","El Parquimetro"
"mega y sabino sin operador2","Fernando Peña - TiGeRaT","El Parquimetro"
"milagors_confiesa_que_le_gusta_marilyn_manson","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagritos_aprender_de_los_errores_(furcio)","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagritos_envidia","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagritos_la_ultima_noche_(falta_final)","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagritos_panetelitas_de_manteca","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagritos_y_sabino_hablando_de_autos","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagros_celos","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagros_la_espera","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagros_personas_que_no_se_dejan_abandonar","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagros_se_viene_el_fin_del_mundo","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagros_veterano_de_guerra_y_sus_perros","Fernando Peña - TiGeRaT","Un monton de MP3"
"milagros_zenaida","Fernando Peña - TiGeRaT","Un monton de MP3"
"nota_con_historiador_sobre_san_martin_(con_ronnie)","Fernando Peña - TiGeRaT","Un monton de MP3"
"nota_con_lanata","Fernando Peña - TiGeRaT","Un monton de MP3"
"oyente daniel doble vida","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente heinrich toca la flauta","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente hernan la loca 4","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente lidia faja al portero","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente nancy perdio hermano","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente reza al cancer","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente seis dedos","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente tachero con elba de chibarri","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente tatu","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente tatu2","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente verguenza por concha depilada","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente vieja facho con delia","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente vieja que se da besos de lengua","Fernando Peña - TiGeRaT","El Parquimetro"
"oyente walter el almacenero distibuye cable","Fernando Peña - TiGeRaT","El Parquimetro"
"palito ajedrez","Fernando Peña - TiGeRaT","El Parquimetro"
"palito choreo 5 arboles de navidad","Fernando Peña - TiGeRaT","El Parquimetro"
"palito definiciones jibaras 8-12-00","Fernando Peña - TiGeRaT","El Parquimetro"
"palito editorial moyano","Fernando Peña - TiGeRaT","El Parquimetro"
"palito festejando boca campeon","Fernando Peña - TiGeRaT","El Parquimetro"
"palito editorial aumento boleto","Fernando Peña - TiGeRaT","El Parquimetro"
"palito libro maradona 10 fin capitulo","Fernando Peña - TiGeRaT","El Parquimetro"
"palito libro maradona 11 todos lloran","Fernando Peña - TiGeRaT","El Parquimetro"
"palito libro maradona 13 respiracion y jode a sabino","Fernando Peña - TiGeRaT","El Parquimetro"
"palito noticia marinete","Fernando Peña - TiGeRaT","El Parquimetro"
"palito vota maradona en la fifa","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino alimentacion","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino cerebro y jean jaures","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino dia de la primavera (movil)","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino encuentra a perrito machinea","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino gomas con camara","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino gricel, malena e ivette","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino humor, dientes y uruguayita lucia","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino la calle lavalle","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino llama comparando precios","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino llama por clerico (pegar al otro)","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino lugares peligrosos de bs as","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino magazine del gordini","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino malabarista","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino microfono escondido","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino negocios y martinez de hoz","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino negocios y martinez de hoz parte 2 mono","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino noticias, vencimientos y meses","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino no se anima a decir el vicio de la vecina","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino avion y dios","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino lugares peligrosos de bs as 2 crudo","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino padres","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino pato y transexuales (ojo tiene replay)","Fernando Peña - TiGeRaT","El Parquimetro"
"sabino perros salchicha","Fernando Peña - TiGeRaT","El Parquimetro"
"Gente como uno","Poronga Fernandez Vivot ","El Parquimetro"
"Famosos en el Closet","Roberto Flores","El Parquimetro"
"Las Mascotas","Roberto Flores","El Parquimetro"
"Los Juicios","Roberto Flores","El Parquimetro"
"Nombrelogia","Roberto Flores","El Parquimetro"
"Que se le Rompe a los Putos","Roberto Flores","El Parquimetro"
"Romano Internado","Roberto Flores","El Parquimetro"
"Taxiboys","Roberto Flores","El Parquimetro"
"Qué es una PYME","PorelOrtti","El Parquímetro"
"Coger Coger Coger","Palito Ortega","El Parquimetro"
"Definiciones","Palito Ortega","El Parquimetro"
"Mercosur","Palito Ortega","El Parquimetro"
"Rompamos las Barreras","Palito Ortega","El Parquimetro"
"Confesionario","Monseñor Lago","El Parquimetro"
"Cassius Clay","Milagros Lopez","El Parquimetro"
"Estadisticas","Milagros Lopez","El Parquimetro"
"La Ardillita del Central Park","Milagros Lopez","El Parquimetro"
"La Inseguridad","Milagros Lopez","El Parquimetro"
"Clases de pronunciacion","Martin Revoira Lynch","El Parquímetro"
"Homenaje a Millenium","Martin Revoira Lynch","El Parquímetro"
"Titina","Martin Revoira Lynch","El Parquímetro"
"Amigos que se Fueron del Pais","Mario Sabino","El Parquimetro"
"La Casa por la Ventana","Mario Sabino","El Parquimetro"
"Ruidos en el Auto","Mario Sabino","El Parquimetro"
"Colores","Roberto Flores","El Parquimetro"
