"SongName","ArtistName","AlbumName"
"Cantata de Puentes Amarillos","Spinetta","Artaud"
"Figuración","Almendra","Almendra"
"Natalio Ruiz","Sui Generis","Vida"
"Una sola cosa","Luis Alberto Spinetta","Elija y gane"
"Ma?anas Campestres","Manal","title"
"Fermín","Almendra","Almendra"
"Cuando Comenzamos A Nacer","Charly García","Obras Cumbres - Sui Generis"
"Genesis","Vox Dei","La Biblia (Remasterizada) Cd 1"
