"SongName","ArtistName","AlbumName"
"Desde El Viento En La Montaña Hasta La Espuma Del Mar [Barro]","Pez","Para Las Almas Sensibles [CD01]"
"Introducción Declaración Adivinanza [Malambo]","Pez","Para Las Almas Sensibles [CD01]"
"Espíritú Inquieto","Pez","Para Las Almas Sensibles [CD01]"
"Sus Alas No Vuelan, Ya No Puede Volar [Floi]","Pez","Para Las Almas Sensibles [CD01]"
"Vientodestino En Miramar","Pez","Para Las Almas Sensibles [CD01]"
"La Estética Del Resentimiento","Pez","Para Las Almas Sensibles [CD01]"
"Aún","Pez","Para Las Almas Sensibles [CD01]"
"Caminar","Pez","Para Las Almas Sensibles [CD01]"
"Cae Y Nada Pasa","Pez","Para Las Almas Sensibles [CD01]"
"Maldición","Pez","Para Las Almas Sensibles [CD01]"
"Y Cuando Ya No Quede Ni Un Hombre En Este Lugar [Blus]","Pez","Para Las Almas Sensibles [CD01]"
"Miedo","Pez","Para Las Almas Sensibles [CD01]"
"Haciendo Real El Sueño Imposible","Pez","Para Las Almas Sensibles [CD01]"
"Respeto","Pez","Para Las Almas Sensibles [CD01]"
"Melodía Maldita / Phanton Power","Pez","Para Las Almas Sensibles [CD02]"
"Por Siempre","Pez","Para Las Almas Sensibles [CD02]"
"Despierto A Un Tiempo De Luz","Pez","Para Las Almas Sensibles [CD02]"
"Rompo Tu Piel De Asno [Monstruo]","Pez","Para Las Almas Sensibles [CD02]"
"Nubes Toman Formas Tontas","Pez","Para Las Almas Sensibles [CD02]"
"Campos De Inconsciencia","Pez","Para Las Almas Sensibles [CD02]"
"Aprender, Comprender, Facultarse, Darse Cuenta","Pez","Para Las Almas Sensibles [CD02]"
"Sol, Un Fantasma En La Ciudad","Pez","Para Las Almas Sensibles [CD02]"
"Siesta","Pez","Para Las Almas Sensibles [CD02]"
"Buda","Pez","Para Las Almas Sensibles [CD02]"
"Queseaelvientoelquenferme","Pez","Para Las Almas Sensibles [CD02]"
"No Mi Corazón Coraza","Pez","Para Las Almas Sensibles [CD02]"
"El Cantor","Pez","Para Las Almas Sensibles [CD02]"
"Caballo Loco","Pez","Para Las Almas Sensibles [CD02]"
