"SongName","ArtistName","AlbumName"
"Milonga","Julio Sosa","Tangos Argentinos"
"Farolito Viejo","Francisco Rotundo, Julio Sosa","Tango 19"
"Justo el 31","Francisco Rotundo, Julio Sosa","Tango 04"
"Libertango","Al Di Meola","The Grande Passion: World Sinfonia"
"Uno","Julio Sosa","El Album de Oro De Julio Sosa"
"Nostalgias","Francisco Lomuto","Unknown Album"
"Naranjo en flor","Robeto Polaco Goyeneche","Historia de Oro"
"Percanta","Carlos Gardel","Otros Aires"
